id,name,locality,timezone,isMobile,isMonitor,instruments,sensors,licenses,bounds,distance,country.id,country.code,country.name,owner.id,owner.name,provider.id,provider.name,coordinates.latitude,coordinates.longitude,datetimeFirst.utc,datetimeFirst.local,datetimeLast.utc,datetimeLast.local
3597972,Xamtay - Houaphan,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390575, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390576, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390577, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390578, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390579, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[104.64011, 19.999194, 104.64011, 19.999194]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,19.999194,104.64011,2025-03-06T03:00:00Z,2025-03-06T10:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3597973,Xon - Houaphan,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390580, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390581, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390582, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390583, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390584, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[103.34797, 20.466813, 103.34797, 20.466813]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,20.466813,103.34797,2025-03-06T04:00:00Z,2025-03-06T11:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3597974," Viengthong Secondary School - Hiem, Houaphan ມັດທະຍົມ ວຽງທອງ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390585, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390586, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390587, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390588, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390589, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[103.380396, 20.099855, 103.380396, 20.099855]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,20.099855,103.380396,2025-03-06T04:00:00Z,2025-03-06T11:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3597975,"Kuan Secondary School - Kuan, Houaphan ມັດທະຍົມສົມບູນ ກັວນ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390590, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390591, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390592, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390593, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390594, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[104.561303, 19.835863, 104.561303, 19.835863]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,19.835863,104.561303,2025-03-06T04:00:00Z,2025-03-06T11:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3597976,"Hongsa Secondary School - Hongsa, Xaignabouly ມັດທະຍົມສົມບູນ ຫົງສາ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390595, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390596, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390597, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390598, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390599, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[101.342893, 19.70693, 101.342893, 19.70693]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,19.70693,101.342893,2025-03-06T02:00:00Z,2025-03-06T09:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3597977,"Hinherb Secondary School - Hinherb, Vientiane Province ມັດທະຍົມສົມບູນ ຫີນເຫີບ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390600, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390601, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390602, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390603, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390604, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[102.323676, 18.637318, 102.323676, 18.637318]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,18.637318,102.323676,2025-03-06T02:00:00Z,2025-03-06T09:00:00+07:00,2025-12-20T06:00:00Z,2025-12-20T13:00:00+07:00
3597978,"KeoKou Secondary School - KeoOudom, Vientiane Province ມັດທະຍົມສົມບູນ ແກ້ວກູ່",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390605, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390606, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390607, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390608, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390609, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[102.502844, 18.554884, 102.502844, 18.554884]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,18.554884,102.502844,2025-03-06T02:00:00Z,2025-03-06T09:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3597979,Nakay - Khammouan,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390610, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390611, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390612, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390613, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390614, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'Unknown Person', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[105.167389, 17.698229, 105.167389, 17.698229]",,68,LA,Lao PDR,11509,Unknown Person,66,AirGradient,17.698229,105.167389,2025-03-06T02:00:00Z,2025-03-06T09:00:00+07:00,2025-03-07T01:00:00Z,2025-03-07T08:00:00+07:00
3597980,Outhoomphone - Savannakhet,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12390615, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12390616, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12390617, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12390618, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12390619, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[104.956459, 16.669923, 104.956459, 16.669923]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,16.669923,104.956459,2025-03-06T03:00:00Z,2025-03-06T10:00:00+07:00,2026-05-29T05:00:00Z,2026-05-29T12:00:00+07:00
3599598,"Add Secondary School - Add, Houaphan ມັດທະຍົມ ແອດ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12391929, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12391930, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12391931, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12391932, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12391933, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[104.004618, 20.820542, 104.004618, 20.820542]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,20.820542,104.004618,2025-03-06T05:00:00Z,2025-03-06T12:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3599599,Xiengkhor - Houaphan,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12391934, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12391935, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12391936, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12391937, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12391938, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[104.146676, 20.813892, 104.146676, 20.813892]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,20.813892,104.146676,2025-03-06T07:00:00Z,2025-03-06T14:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3599600,"Kasy Secondary School - Kasy, Vientiane Province ມັດທະຍົມສົມບູນ ກາສີ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12391939, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12391940, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12391941, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12391942, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12391943, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[102.25219, 19.225034, 102.25219, 19.225034]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,19.225034,102.25219,2025-03-06T06:00:00Z,2025-03-06T13:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3600181,Mad - Vientiane,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12392600, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12392601, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12392602, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12392603, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12392604, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[101.76322, 18.448868, 101.76322, 18.448868]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,18.448868,101.76322,2025-03-06T07:00:00Z,2025-03-06T14:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3600182,Xaybuly - Savannakhet,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12392605, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12392606, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12392607, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12392608, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12392609, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[104.87732, 17.075181, 104.87732, 17.075181]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,17.075181,104.87732,2025-03-06T06:00:00Z,2025-03-06T13:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3600183,"Vapy Secondary School - Vapy, Saravane ມັດທະຍົມສົມບູນ ວາປີ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12392610, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12392611, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12392612, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12392613, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12392614, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[106.07474, 15.697405, 106.07474, 15.697405]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,15.697405,106.07474,2025-03-06T06:00:00Z,2025-03-06T13:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3600715,"Lao-Viet Friendship Secondary School - Saysetha, Vientiane Capital ມັດທະຍົມ ມິດຕະພາບລາວ-ຫວຽດນາມ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12393262, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12393263, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12393264, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12393265, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12393266, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[102.64154, 17.995877, 102.64154, 17.995877]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,17.995877,102.64154,2025-03-06T09:00:00Z,2025-03-06T16:00:00+07:00,2025-09-16T05:00:00Z,2025-09-16T12:00:00+07:00
3600716,"Sopbao Secondary School - Sopbao, Houaphan ມັດທະຍົມ ສົບເບົາ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12393267, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12393268, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12393269, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12393270, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12393271, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[104.384946, 20.710206, 104.384946, 20.710206]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,20.710206,104.384946,2025-03-06T08:00:00Z,2025-03-06T15:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3602358,Nga - Oudomxai,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12394261, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12394262, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12394263, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12394264, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12394265, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'Unknown Person', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[101.973769, 20.282849, 101.973769, 20.282849]",,68,LA,Lao PDR,11509,Unknown Person,66,AirGradient,20.282849,101.973769,2025-03-06T10:00:00Z,2025-03-06T17:00:00+07:00,2025-10-05T12:00:00Z,2025-10-05T19:00:00+07:00
3602359,Nonghed - Xiengkhouang,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12394266, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12394267, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12394268, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12394269, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12394270, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[103.986121, 19.49661, 103.986121, 19.49661]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,19.49661,103.986121,2025-03-06T10:00:00Z,2025-03-06T17:00:00+07:00,2026-07-03T15:00:00Z,2026-07-03T22:00:00+07:00
3602360,Meun - Vientiane,,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12394271, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12394272, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12394273, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12394274, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12394275, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[101.941138, 18.28379, 101.941138, 18.28379]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,18.28379,101.941138,2025-03-06T11:00:00Z,2025-03-06T18:00:00+07:00,2025-06-20T03:00:00Z,2025-06-20T10:00:00+07:00
3612960,"Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ",,Asia/Vientiane,False,False,"[{'id': 7, 'name': 'Unknown AirGradient Sensor'}]","[{'id': 12402653, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'displayName': 'PM1'}}, {'id': 12402654, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12402655, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12402656, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}, {'id': 12402657, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'displayName': 'PM0.3 count'}}]","[{'id': 41, 'name': 'CC BY 4.0', 'attribution': {'name': 'UNICEF', 'url': None}, 'dateFrom': '2023-07-15', 'dateTo': None}]","[102.535866, 18.068595, 102.535866, 18.068595]",,68,LA,Lao PDR,11271,UNICEF,66,AirGradient,18.068595,102.535866,2025-03-07T06:00:00Z,2025-03-07T13:00:00+07:00,2026-06-19T03:00:00Z,2026-06-19T10:00:00+07:00
